metric,control_target,role,full_spearman,full_pairwise_consistency,leave_one_model_spearman_min,leave_one_model_spearman_mean,leave_one_model_spearman_max,leave_one_model_pairwise_min,leave_one_model_pairwise_mean,leave_one_model_pairwise_max,leave_one_family_spearman_min,leave_one_family_spearman_mean,leave_one_family_spearman_max,leave_one_family_pairwise_min,leave_one_family_pairwise_mean,leave_one_family_pairwise_max
tair_first_step_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.12347826086956522,0.463768115942029,-0.20948616600790515,-0.12318840579710146,-0.03458498023715415,0.43478260869565216,0.463768115942029,0.49407114624505927,-0.26960784313725494,-0.12348829578543596,0.03636363636363636,0.4117647058823529,0.46326516233514603,0.5190476190476191
tair_first_step_mae,mpc_rhair_mae,offline_or_diagnostic_only,0.18956521739130433,0.5688405797101449,0.0790513833992095,0.18927042160737814,0.28260869565217395,0.5296442687747036,0.5688405797101449,0.6007905138339921,0.0790513833992095,0.18522195079972345,0.3201581027667985,0.5296442687747036,0.5668263244931461,0.6147186147186147
tair_first_step_mae,mpc_co2_mae,offline_or_diagnostic_only,0.13739130434782607,0.5543478260869565,0.05138339920948617,0.13722826086956522,0.24802371541501977,0.525691699604743,0.5543478260869565,0.5928853754940712,0.005194805194805195,0.13638477309716557,0.2693393562958781,0.5095238095238095,0.5541723408731081,0.5974025974025974
tair_first_step_mae,mpc_objective,offline_or_diagnostic_only,0.13999999999999999,0.5471014492753623,0.022727272727272724,0.13973978919631094,0.24209486166007904,0.5059288537549407,0.5471014492753623,0.5810276679841897,0.022727272727272724,0.13561184804500315,0.25578769057029926,0.5059288537549407,0.5452942585586157,0.5844155844155844
tair_control_horizon_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.05783866194567908,0.5018181818181818,-0.1349147557866296,-0.05749084221376163,0.05287867717644457,0.4801587301587302,0.5018115942028986,0.5396825396825397,-0.1863880334138829,-0.059477916598441816,0.0378317334839074,0.4608695652173913,0.5012335405928083,0.5454545454545454
tair_control_horizon_mae,mpc_rhair_mae,offline_or_diagnostic_only,0.1622091797423932,0.56,0.04793674473004788,0.16196803053068615,0.2634049993929435,0.5198412698412699,0.5599969676056632,0.5992063492063492,0.03801349580222765,0.15499030144172166,0.2857949845679538,0.5111111111111111,0.5572798627302475,0.6043478260869565
tair_control_horizon_mae,mpc_co2_mae,offline_or_diagnostic_only,0.14916286501780396,0.5563636363636364,0.08944897727978006,0.14895567922004618,0.2782307967321336,0.5396825396825397,0.5563672438672439,0.5992063492063492,0.035018357792911334,0.1435133077575994,0.29370235568248215,0.5217391304347826,0.554610510185713,0.6
tair_control_horizon_mae,mpc_objective,offline_or_diagnostic_only,0.13916069039561885,0.5454545454545454,0.021744502764145426,0.13888557612255337,0.25401532774478974,0.503968253968254,0.5454499707217099,0.5833333333333334,0.021744502764145426,0.13546766040342567,0.25698956122217187,0.5037037037037037,0.543622135748202,0.591304347826087
tair_weighted_horizon_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.2817391304347826,0.40942028985507245,-0.34288537549407117,-0.28116765480895917,-0.19861660079051385,0.383399209486166,0.40942028985507245,0.43873517786561267,-0.39130434782608703,-0.2840015560661922,-0.18311688311688312,0.3722943722943723,0.40757276320517427,0.44285714285714284
tair_weighted_horizon_mae,mpc_rhair_mae,offline_or_diagnostic_only,0.047826086956521734,0.5,-0.08201581027667984,0.04755434782608695,0.13932806324110672,0.45454545454545453,0.5,0.5335968379446641,-0.08201581027667984,0.0414613383980973,0.14805194805194805,0.45454545454545453,0.4970142350867763,0.5428571428571428
