metric,control_target,role,full_spearman,full_pairwise_consistency,leave_one_model_spearman_min,leave_one_model_spearman_mean,leave_one_model_spearman_max,leave_one_model_pairwise_min,leave_one_model_pairwise_mean,leave_one_model_pairwise_max,leave_one_family_spearman_min,leave_one_family_spearman_mean,leave_one_family_spearman_max,leave_one_family_pairwise_min,leave_one_family_pairwise_mean,leave_one_family_pairwise_max
tair_first_step_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.2727272727272727,0.4222222222222222,-0.5333333333333333,-0.26833333333333337,-0.11666666666666665,0.3333333333333333,0.4222222222222222,0.5,-0.5476190476190477,-0.26825396825396824,-0.11666666666666665,0.32142857142857145,0.42151675485008816,0.5
tair_first_step_mae,mpc_rhair_mae,offline_or_diagnostic_only,0.04242424242424241,0.4888888888888889,-0.31666666666666665,0.040000000000000015,0.16666666666666669,0.3611111111111111,0.4888888888888888,0.5555555555555556,-0.31666666666666665,0.038359788359788365,0.16666666666666669,0.35714285714285715,0.4872134038800705,0.5555555555555556
tair_first_step_mae,mpc_co2_mae,offline_or_diagnostic_only,-0.16363636363636364,0.4666666666666667,-0.2833333333333333,-0.16,0.06666666666666667,0.4166666666666667,0.4666666666666667,0.5555555555555556,-0.2833333333333333,-0.16534391534391535,0.06666666666666667,0.4166666666666667,0.4651675485008819,0.5555555555555556
tair_first_step_mae,mpc_objective,offline_or_diagnostic_only,-0.12727272727272726,0.4444444444444444,-0.5499999999999999,-0.12666666666666665,0.0,0.3055555555555556,0.44444444444444436,0.5,-0.5499999999999999,-0.13227513227513227,0.0,0.3055555555555556,0.4417989417989418,0.5
tair_control_horizon_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.18237166310401937,0.4318181818181818,-0.35983578576496095,-0.18061495727434057,0.12552411131335847,0.37142857142857144,0.4317460317460317,0.5428571428571428,-0.35983578576496095,-0.1781621881075874,0.12552411131335847,0.37037037037037035,0.4319811875367431,0.5428571428571428
tair_control_horizon_mae,mpc_rhair_mae,offline_or_diagnostic_only,0.09726488698881033,0.5227272727272727,-0.24267994853915967,0.0952725378829464,0.35983578576496095,0.4,0.5225396825396826,0.6285714285714286,-0.24267994853915967,0.09548566326484136,0.35983578576496095,0.4,0.5220458553791887,0.6285714285714286
tair_control_horizon_mae,mpc_co2_mae,offline_or_diagnostic_only,-0.38905954795524134,0.38636363636363635,-0.54393781569122,-0.38293152196957175,-0.15899720766358738,0.3142857142857143,0.38634920634920633,0.4857142857142857,-0.54393781569122,-0.38785895059862013,-0.15899720766358738,0.3142857142857143,0.38471487360376255,0.4857142857142857
tair_control_horizon_mae,mpc_objective,offline_or_diagnostic_only,-0.024316221747202584,0.4772727272727273,-0.41004543029030427,-0.025076869659292577,0.1924703040138163,0.34285714285714286,0.4773015873015873,0.5714285714285714,-0.41004543029030427,-0.027590333898417425,0.1924703040138163,0.34285714285714286,0.47589653145208705,0.5714285714285714
tair_weighted_horizon_mae,mpc_tair_mae,offline_or_diagnostic_only,-0.5151515151515151,0.3111111111111111,-0.75,-0.51,-0.33333333333333337,0.2222222222222222,0.3111111111111111,0.3888888888888889,-0.75,-0.5124338624338625,-0.33333333333333337,0.2222222222222222,0.30952380952380953,0.3888888888888889
tair_weighted_horizon_mae,mpc_rhair_mae,offline_or_diagnostic_only,-0.2121212121212121,0.37777777777777777,-0.6666666666666667,-0.21333333333333332,-0.06666666666666667,0.2222222222222222,0.37777777777777777,0.4444444444444444,-0.6666666666666667,-0.2161375661375661,-0.06666666666666667,0.2222222222222222,0.3752204585537919,0.4444444444444444
tair_weighted_horizon_mae,mpc_co2_mae,offline_or_diagnostic_only,0.04242424242424241,0.5777777777777777,-0.08333333333333334,0.046666666666666676,0.43333333333333335,0.5277777777777778,0.5777777777777777,0.7222222222222222,-0.14285714285714288,0.045238095238095244,0.43333333333333335,0.5,0.5771604938271605,0.7222222222222222
tair_weighted_horizon_mae,mpc_objective,offline_or_diagnostic_only,-0.24848484848484845,0.37777777777777777,-0.7166666666666667,-0.24833333333333335,-0.11666666666666665,0.2222222222222222,0.37777777777777777,0.4444444444444444,-0.7166666666666667,-0.24497354497354495,-0.11666666666666665,0.2222222222222222,0.37918871252204583,0.4444444444444444
