metric,metric_kind,control_target,pearson,spearman,pairwise_consistency,pairwise_agree,pairwise_total,top1_hits_best,top3_hits_best,top3_overlap_fraction
tair_first_step_mae,selection,mpc_tair_mae,0.5376246266365212,0.09705882352941177,0.5333333333333333,64,120,False,False,0.0
tair_first_step_mae,selection,mpc_rhair_mae,0.4612269725378375,0.6852941176470588,0.775,93,120,True,True,0.6666666666666666
tair_first_step_mae,selection,mpc_co2_mae,-0.2065139359461822,-0.09411764705882353,0.475,57,120,False,False,0.0
tair_first_step_mae,selection,mpc_objective,0.8542201562182807,0.12058823529411765,0.5666666666666667,68,120,False,False,0.0
tair_control_horizon_mae,selection,mpc_tair_mae,0.5386331034502059,0.14128039144926247,0.5546218487394958,66,119,False,False,0.0
tair_control_horizon_mae,selection,mpc_rhair_mae,0.5489486462467378,0.5945549806823128,0.7142857142857143,85,119,True,True,0.3333333333333333
tair_control_horizon_mae,selection,mpc_co2_mae,-0.19695930955342436,-0.13686537921647302,0.46218487394957986,55,119,False,False,0.0
tair_control_horizon_mae,selection,mpc_objective,0.8954019014944726,0.2855041243870512,0.6050420168067226,72,119,False,False,0.0
tair_weighted_horizon_mae,selection,mpc_tair_mae,0.3752610877569914,0.0058823529411764705,0.5083333333333333,61,120,False,False,0.0
tair_weighted_horizon_mae,selection,mpc_rhair_mae,0.7381234798133235,0.6617647058823529,0.75,90,120,True,True,0.3333333333333333
tair_weighted_horizon_mae,selection,mpc_co2_mae,-0.0048990205863201275,0.011764705882352941,0.5166666666666667,62,120,False,False,0.0
tair_weighted_horizon_mae,selection,mpc_objective,0.8343382304483157,0.1176470588235294,0.5416666666666666,65,120,False,False,0.0
tair_full_horizon_mae,selection,mpc_tair_mae,0.35413876000904554,-0.0058823529411764705,0.5,60,120,False,False,0.0
tair_full_horizon_mae,selection,mpc_rhair_mae,0.7535558987739363,0.6558823529411765,0.7416666666666667,89,120,True,True,0.3333333333333333
tair_full_horizon_mae,selection,mpc_co2_mae,0.018230126195052553,0.008823529411764706,0.5083333333333333,61,120,False,False,0.0
tair_full_horizon_mae,selection,mpc_objective,0.8223704152285297,0.11176470588235293,0.5333333333333333,64,120,False,False,0.0
tair_final_step_mae,selection,mpc_tair_mae,0.24897302780693342,-0.014705882352941175,0.49166666666666664,59,120,False,False,0.0
tair_final_step_mae,selection,mpc_rhair_mae,0.8112183755551702,0.4735294117647058,0.6833333333333333,82,120,False,True,0.3333333333333333
tair_final_step_mae,selection,mpc_co2_mae,0.1497338329159486,0.16764705882352943,0.5666666666666667,68,120,False,False,0.0
tair_final_step_mae,selection,mpc_objective,0.7690248870637106,0.2352941176470588,0.575,69,120,False,False,0.0
tair_control_horizon_abs_bias,selection,mpc_tair_mae,0.4828555290057112,0.3852941176470588,0.6333333333333333,76,120,False,False,0.3333333333333333
tair_control_horizon_abs_bias,selection,mpc_rhair_mae,0.5762892437225852,0.5558823529411765,0.6916666666666667,83,120,False,True,0.3333333333333333
tair_control_horizon_abs_bias,selection,mpc_co2_mae,-0.09538911772961643,0.02941176470588235,0.525,63,120,False,False,0.0
tair_control_horizon_abs_bias,selection,mpc_objective,0.7228461730816339,0.4264705882352941,0.6833333333333333,82,120,False,True,0.3333333333333333
tair_constraint_near_mae_proxy,selection,mpc_tair_mae,0.28351927322178944,0.19720387973126216,0.5714285714285714,68,119,False,True,0.6666666666666666
tair_constraint_near_mae_proxy,selection,mpc_rhair_mae,0.6178939736867352,0.2796174414099986,0.5966386554621849,71,119,False,False,0.3333333333333333
tair_constraint_near_mae_proxy,selection,mpc_co2_mae,0.009039868722223324,0.09860193986563108,0.5294117647058824,63,119,False,True,0.3333333333333333
tair_constraint_near_mae_proxy,selection,mpc_objective,0.7268325960081428,0.3885210764854718,0.6722689075630253,80,119,False,False,0.3333333333333333
rhair_first_step_mae,selection,mpc_tair_mae,0.33597175098977555,-0.08529411764705883,0.45,54,120,False,False,0.3333333333333333
rhair_first_step_mae,selection,mpc_rhair_mae,0.3274443096484747,0.049999999999999996,0.5083333333333333,61,120,False,False,0.0
rhair_first_step_mae,selection,mpc_co2_mae,0.04280782599109228,0.22058823529411767,0.5916666666666667,71,120,False,False,0.0
rhair_first_step_mae,selection,mpc_objective,0.8337056518200264,0.3058823529411765,0.6166666666666667,74,120,False,True,0.3333333333333333
rhair_control_horizon_mae,selection,mpc_tair_mae,0.16288223865875623,-0.27941176470588236,0.375,45,120,False,False,0.0
rhair_control_horizon_mae,selection,mpc_rhair_mae,0.3831085976709939,0.17941176470588235,0.55,66,120,False,False,0.3333333333333333
rhair_control_horizon_mae,selection,mpc_co2_mae,0.17569730928483845,0.3058823529411765,0.6333333333333333,76,120,False,False,0.3333333333333333
rhair_control_horizon_mae,selection,mpc_objective,0.7394080219792085,0.1176470588235294,0.5583333333333333,67,120,False,False,0.0
rhair_weighted_horizon_mae,selection,mpc_tair_mae,0.04523204965775237,-0.20897724568536738,0.4117647058823529,49,119,False,False,0.3333333333333333
rhair_weighted_horizon_mae,selection,mpc_rhair_mae,0.5449997026094816,0.6181017125905233,0.7058823529411765,84,119,False,False,0.0
rhair_weighted_horizon_mae,selection,mpc_co2_mae,0.2442036561633041,0.21633559940668312,0.5882352941176471,70,119,False,False,0.3333333333333333
rhair_weighted_horizon_mae,selection,mpc_objective,0.5606155646827432,0.038263439350841914,0.4957983193277311,59,119,False,True,0.3333333333333333
rhair_full_horizon_mae,selection,mpc_tair_mae,0.03747638347622377,-0.23823529411764705,0.4,48,120,False,False,0.3333333333333333
rhair_full_horizon_mae,selection,mpc_rhair_mae,0.5417131774519627,0.6088235294117647,0.6916666666666667,83,120,False,False,0.0
rhair_full_horizon_mae,selection,mpc_co2_mae,0.23390963834654732,0.22647058823529412,0.5916666666666667,71,120,False,False,0.3333333333333333
rhair_full_horizon_mae,selection,mpc_objective,0.5296576737203478,-0.02941176470588235,0.48333333333333334,58,120,False,True,0.3333333333333333
rhair_final_step_mae,selection,mpc_tair_mae,0.07447061539347309,-0.06769685423610491,0.4789915966386555,57,119,False,False,0.3333333333333333
rhair_final_step_mae,selection,mpc_rhair_mae,0.44525601867120274,0.6799118838495756,0.7563025210084033,90,119,False,True,0.3333333333333333
rhair_final_step_mae,selection,mpc_co2_mae,0.06852409025807135,0.007358353721315752,0.5042016806722689,60,119,False,False,0.0
rhair_final_step_mae,selection,mpc_objective,0.4193607846662469,-0.038263439350841914,0.4957983193277311,59,119,True,True,0.3333333333333333
rhair_control_horizon_abs_bias,selection,mpc_tair_mae,-0.47965252512841416,-0.4264705882352941,0.3416666666666667,41,120,False,False,0.3333333333333333
rhair_control_horizon_abs_bias,selection,mpc_rhair_mae,0.146550643226881,-0.07941176470588236,0.45,54,120,False,False,0.0
rhair_control_horizon_abs_bias,selection,mpc_co2_mae,0.7254473362342194,0.7794117647058825,0.7833333333333333,94,120,False,True,0.6666666666666666
rhair_control_horizon_abs_bias,selection,mpc_objective,-0.22379684573361783,-0.02647058823529412,0.5083333333333333,61,120,False,False,0.0
rhair_constraint_near_mae_proxy,selection,mpc_tair_mae,-0.03149003632881556,-0.12941176470588234,0.45,54,120,False,False,0.0
rhair_constraint_near_mae_proxy,selection,mpc_rhair_mae,0.5326872112864082,0.788235294117647,0.7916666666666666,95,120,True,True,0.3333333333333333
rhair_constraint_near_mae_proxy,selection,mpc_co2_mae,0.2064487204828257,0.09117647058823529,0.5083333333333333,61,120,False,False,0.3333333333333333
rhair_constraint_near_mae_proxy,selection,mpc_objective,0.3344986783247392,-0.18823529411764706,0.43333333333333335,52,120,False,False,0.0
co2_first_step_mae,selection,mpc_tair_mae,0.5266107843407174,0.2207506116394726,0.5798319327731093,69,119,False,False,0.0
co2_first_step_mae,selection,mpc_rhair_mae,0.5234125846050591,0.4709346381642081,0.6722689075630253,80,119,False,False,0.6666666666666666
co2_first_step_mae,selection,mpc_co2_mae,-0.2193098882111829,-0.31935255150510367,0.3865546218487395,46,119,False,False,0.0
co2_first_step_mae,selection,mpc_objective,0.8700799220339828,0.12950702549515722,0.5630252100840336,67,119,False,False,0.0
co2_control_horizon_mae,selection,mpc_tair_mae,0.5007040438359049,0.2913908073641038,0.5966386554621849,71,119,False,False,0.0
co2_control_horizon_mae,selection,mpc_rhair_mae,0.35069370774307496,0.33554092969199834,0.6050420168067226,72,119,False,False,0.3333333333333333
co2_control_horizon_mae,selection,mpc_co2_mae,-0.37905230614198554,-0.5194997727248921,0.31932773109243695,38,119,False,False,0.0
co2_control_horizon_mae,selection,mpc_objective,0.7284235268903994,0.038263439350841914,0.5126050420168067,61,119,False,False,0.0
co2_weighted_horizon_mae,selection,mpc_tair_mae,0.3943432273445402,0.24705882352941175,0.5833333333333334,70,120,False,False,0.3333333333333333
co2_weighted_horizon_mae,selection,mpc_rhair_mae,0.048422962187422,0.22352941176470587,0.5583333333333333,67,120,False,False,0.0
co2_weighted_horizon_mae,selection,mpc_co2_mae,-0.5138725064270103,-0.6058823529411764,0.2916666666666667,35,120,False,False,0.0
co2_weighted_horizon_mae,selection,mpc_objective,0.4814245641315083,0.0588235294117647,0.5,60,120,False,True,0.3333333333333333
co2_full_horizon_mae,selection,mpc_tair_mae,0.3678967799672232,0.19117647058823528,0.5583333333333333,67,120,False,False,0.3333333333333333
co2_full_horizon_mae,selection,mpc_rhair_mae,-0.03695328465109471,0.18235294117647058,0.55,66,120,False,False,0.3333333333333333
co2_full_horizon_mae,selection,mpc_co2_mae,-0.5239412001877186,-0.5735294117647058,0.3,36,120,False,False,0.0
co2_full_horizon_mae,selection,mpc_objective,0.42192892644210994,0.05294117647058824,0.5083333333333333,61,120,False,True,0.3333333333333333
