predictor,tracking_objective,economic_objective,objective_change_pct,tracking_resource_proxy,economic_resource_proxy,resource_change_pct,tracking_tair_mae,economic_tair_mae,tracking_rhair_mae,economic_rhair_mae,tracking_co2_mae,economic_co2_mae
current_hybrid_transformer,0.03656044974923134,0.0957483636836211,161.89055205928955,0.35360515117645264,0.3323723574479421,-6.004661882856784,0.32846084237098694,0.3104090690612793,0.5036465525627136,1.3083308935165405,10.964396476745605,12.379745483398438
itransformer_co2_residual,0.02442346839234233,0.07631079542140166,212.44864241037916,0.376502671589454,0.356663982073466,-5.269202853790237,0.13579058647155762,0.21344511210918427,1.002462387084961,0.902012825012207,2.93841290473938,4.89873743057251
