profile,resource_weight,predictor,start_idx,steps,objective_mean,tair_mae,rhair_mae,co2_mae,estimated_heat_mj_m2,estimated_electricity_kwh_m2,estimated_co2_kg_m2,estimated_irrigation_l_m2,estimated_heat_cost_eur_m2,estimated_electricity_cost_eur_m2,estimated_co2_cost_eur_m2,estimated_total_resource_cost_eur_m2,trace_path,cost_change_vs_current_hybrid_pct
real_resource_w000,0.0,current_hybrid_transformer,0,96,0.04422049472729365,0.3614930212497711,1.20745050907135,18.809070587158203,0.347655932836314,0.02794055315564426,0.0361915802762435,2.463319106540968,0.0028855442425414065,0.0021537509724142453,0.00289532642209948,0.007934621637055132,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w000_start00000_96steps_trace.json,0.0
real_resource_w000,0.0,itransformer_co2_residual,0,96,0.05572794829883302,0.9383721947669983,1.49579656124115,6.322974681854248,0.023179614736909604,0.0,0.03471845390718507,2.3521255146919735,0.00019239080231634972,0.0,0.002777476312574806,0.002969867114891156,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w000_start00000_96steps_trace.json,-62.570778409625625
real_resource_w000,0.0,current_hybrid_transformer,96,96,0.051700360529745616,0.5263454914093018,1.4802193641662598,24.352182388305664,0.40903853015214114,0.18499870893001194,0.03146487896551531,2.504554304528149,0.0033950198002627714,0.014799896714400955,0.002517190317241225,0.020712106831904952,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w000_start00096_96steps_trace.json,0.0
real_resource_w000,0.0,itransformer_co2_residual,96,96,0.0653947497679231,0.5513609051704407,0.6795384287834167,11.074536323547363,0.0852086269678656,0.14958628497609616,0.030783598757925724,2.1323415442971285,0.0007072316038332845,0.011966902798087693,0.002462687900634058,0.015136822302555036,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w000_start00096_96steps_trace.json,-26.91799812833015
real_resource_w000,0.0,current_hybrid_transformer,192,96,0.0428502141245796,0.5386810898780823,0.9615954756736755,49.13816452026367,0.1927934494532474,0.14136577684003818,0.0,0.8673502222256718,0.0016001856304619533,0.006066947922718306,0.0,0.007667133553180259,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w000_start00192_96steps_trace.json,0.0
real_resource_w000,0.0,itransformer_co2_residual,192,96,0.04646824650505247,0.3525058329105377,1.5947842597961426,10.700886726379395,0.0,0.2075383121221576,0.002086822191177257,0.8459620112056926,0.0,0.008906852561909264,0.00016694577529418058,0.009073798337203445,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w000_start00192_96steps_trace.json,18.34668424993998
real_resource_w000,0.0,current_hybrid_transformer,288,96,0.11255457178534319,0.8656285405158997,3.367321252822876,24.224950790405273,0.25509199228997737,0.02350067023101861,0.03708748161979,2.5328686737609925,0.002117263536006812,0.0018115099969743512,0.0029669985295832004,0.006895772062564364,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w000_start00288_96steps_trace.json,0.0
real_resource_w000,0.0,itransformer_co2_residual,288,96,0.06575883711533,0.8296554684638977,1.1783111095428467,10.53565502166748,0.0,0.0,0.03446791912639001,2.414109767185809,0.0,0.0,0.0027574335301112007,0.0027574335301112007,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w000_start00288_96steps_trace.json,-60.01269321124021
real_resource_w000,0.0,current_hybrid_transformer,384,96,0.0786614337315162,0.5357997417449951,1.5299984216690063,30.833398818969727,0.2123857253826716,0.19925640917500487,0.030659648172526175,2.4413326510345574,0.001762801520676174,0.01594051273400039,0.002452771853802094,0.020156086108478657,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w000_start00384_96steps_trace.json,0.0
real_resource_w000,0.0,itransformer_co2_residual,384,96,0.11437242579025526,0.5245527625083923,1.8391766548156738,12.205902099609375,0.11119996930117917,0.16910448947128898,0.0303262954682195,2.297295931029698,0.0009229597451997872,0.013528359157703118,0.00242610363745756,0.016877422540360464,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w000_start00384_96steps_trace.json,-16.26637012003547
real_resource_w005,0.05,current_hybrid_transformer,0,96,0.06295225843011092,0.36286187171936035,1.1437994241714478,19.149316787719727,0.2596101876997652,0.005624921553251087,0.03503346200500876,2.3971710011551854,0.002154764557908051,0.0004335877030631046,0.002802676960400701,0.005391029221371857,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w005_start00000_96steps_trace.json,0.0
real_resource_w005,0.05,itransformer_co2_residual,0,96,0.06858298058311145,0.8810796737670898,1.428642749786377,7.084837436676025,0.012655873590474709,0.0,0.034213190346619834,2.334224499378749,0.00010504375080094009,0.0,0.002737055227729587,0.002842098978530527,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w005_start00000_96steps_trace.json,-47.2809576460189
real_resource_w005,0.05,current_hybrid_transformer,96,96,0.07359823545751472,0.5559989809989929,1.485997200012207,26.26410484313965,0.4321784683034953,0.20149549037212358,0.031958859883234964,2.5422962859096834,0.0035870812869190113,0.016119639229769885,0.002556708790658797,0.022263429307347694,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w005_start00096_96steps_trace.json,0.0
real_resource_w005,0.05,itransformer_co2_residual,96,96,0.07951025598837684,0.48585471510887146,0.5649707317352295,11.11861515045166,0.08153689959214956,0.10095808566968097,0.030233866093366327,2.0973480323752725,0.0006767562666148414,0.008076646853574478,0.0024187092874693064,0.011172112407658627,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w005_start00096_96steps_trace.json,-49.81854657956289
real_resource_w005,0.05,current_hybrid_transformer,192,96,0.057206606647620596,0.6049380898475647,0.9042714238166809,48.66615676879883,0.17395357872658856,0.07475534491757449,0.0,0.7584352780377648,0.001443814703430685,0.003208250219379239,0.0,0.004652064922809924,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w005_start00192_96steps_trace.json,0.0
real_resource_w005,0.05,itransformer_co2_residual,192,96,0.0643003269797191,0.38975557684898376,1.7315772771835327,11.11706829071045,0.0,0.19415910465719213,0.0018996586554484167,0.8699738118253375,0.0,0.008332661574871163,0.00015197269243587334,0.008484634267307035,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w005_start00192_96steps_trace.json,82.38426178674601
real_resource_w005,0.05,current_hybrid_transformer,288,96,0.1320816808147356,0.8653373718261719,3.306333303451538,24.25034523010254,0.17375780526254106,0.01315444108276987,0.03689909787939391,2.49452423596389,0.0014421897836790908,0.0010139881667968443,0.002951927830351513,0.005408105780827448,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w005_start00288_96steps_trace.json,0.0
