profile,resource_weight,predictor,start_idx,steps,objective_mean,tair_mae,rhair_mae,co2_mae,estimated_heat_mj_m2,estimated_electricity_kwh_m2,estimated_co2_kg_m2,estimated_irrigation_l_m2,estimated_heat_cost_eur_m2,estimated_electricity_cost_eur_m2,estimated_co2_cost_eur_m2,estimated_total_resource_cost_eur_m2,trace_path,cost_change_vs_current_hybrid_pct
real_resource_w008,0.08,current_hybrid_transformer,0,96,0.07358370837755501,0.3666994869709015,1.1390788555145264,19.81684684753418,0.22796425852843205,0.005212813611432784,0.03472583121504437,2.408427545970151,0.001892103345785986,0.00040182104921461043,0.0027780664972035496,0.005071990892204146,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w008_start00000_96steps_trace.json,0.0
real_resource_w008,0.08,itransformer_co2_residual,0,96,0.07674716385857512,0.8769292831420898,1.369122862815857,8.480072021484375,0.0,0.0,0.033903335403475156,2.343097537262792,0.0,0.0,0.0027122668322780126,0.0027122668322780126,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w008_start00000_96steps_trace.json,-46.52461153968404
real_resource_w008,0.08,current_hybrid_transformer,96,96,0.08437750317777197,0.537061870098114,1.4658645391464233,26.623558044433594,0.42311296570847434,0.1987741987061045,0.03192843741956497,2.5342760098480794,0.0035118376153803373,0.015901935896488358,0.0025542749935651976,0.021968048505433893,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w008_start00096_96steps_trace.json,0.0
real_resource_w008,0.08,itransformer_co2_residual,96,96,0.09348197234794497,0.5599814057350159,0.6338528990745544,11.522526741027832,0.0755941998327927,0.10238750607002389,0.03024184473971455,2.0961969155369893,0.0006274318586121794,0.008191000485601911,0.002419347579177164,0.011237779923391256,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w008_start00096_96steps_trace.json,-48.84488751646947
real_resource_w008,0.08,current_hybrid_transformer,192,96,0.06546699841662,0.6042554974555969,0.9402033686637878,49.00667190551758,0.1731092228064054,0.061075385391341774,0.0,0.7540744184940814,0.0014368065492931649,0.0026211519563784182,0.0,0.004057958505671583,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w008_start00192_96steps_trace.json,0.0
real_resource_w008,0.08,itransformer_co2_residual,192,96,0.048467671556863934,0.1654965728521347,0.9504225254058838,12.587018013000488,0.10489715388861423,0.07156011025950469,0.0,0.6946703325227866,0.0008706463772754982,0.003071121398637077,0.0,0.003941767775912575,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w008_start00192_96steps_trace.json,-2.863280380925892
real_resource_w008,0.08,current_hybrid_transformer,288,96,0.14361747455162308,0.8815247416496277,3.3334217071533203,24.188920974731445,0.15781252388935782,0.012124002773685404,0.036893833252086596,2.4937148580001534,0.00130984394828167,0.0009345585471382499,0.0029515066601669276,0.0051959091555868475,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w008_start00288_96steps_trace.json,0.0
real_resource_w008,0.08,itransformer_co2_residual,288,96,0.08841813786420971,0.8298759460449219,1.1245942115783691,13.34292984008789,0.0,0.0,0.03392218002955548,2.391930731288705,0.0,0.0,0.0027137744023644386,0.0027137744023644386,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w008_start00288_96steps_trace.json,-47.77094207956887
real_resource_w008,0.08,current_hybrid_transformer,384,96,0.10342486354056746,0.5218327045440674,1.4526902437210083,31.265701293945312,0.14474159220551297,0.19714386576141132,0.030701434042767713,2.4391387393093615,0.0012013552153057577,0.015771509260912905,0.002456114723421417,0.01942897919964008,C:\repositories\strawberry\agc_mpc\results\control\summaries\current_hybrid_transformer_gradient_mpc_real_resource_w008_start00384_96steps_trace.json,0.0
real_resource_w008,0.08,itransformer_co2_residual,384,96,0.1581353668201094,0.7178073525428772,2.431044816970825,12.369219779968262,0.1244363310242941,0.17244146228716872,0.030313425550859738,2.3260777138267383,0.001032821547501641,0.013795316982973498,0.002425074044068779,0.017253212574543916,C:\repositories\strawberry\agc_mpc\results\control\summaries\itransformer_co2_residual_gradient_mpc_real_resource_w008_start00384_96steps_trace.json,-11.198563767758166
