source_type,label,compartment,predictor,resource_weight,window_start_timestamp,window_end_timestamp,heat_cons_mj_m2,heat_cost_eur_m2,elec_high_kwh_m2,elec_low_kwh_m2,electricity_kwh_m2,electricity_cost_eur_m2,co2_cons_kg_m2,co2_cost_eur_m2,irrigation_l_m2,drain_l_m2,estimated_total_resource_cost_eur_m2,objective_mean,tair_mae,rhair_mae,co2_mae,resource_cost_vs_reference_pct,mpc_cost_change_vs_w000_pct,mpc_co2_mae_change_vs_w000_pct
real_agc_executed_resource,real human-expert greenhouse execution,Reference,,nan,2020-05-06 06:25:00,2020-05-06 10:20:00,1.78,0.014774,0.0,0.0,0.0,0.0,0.069698333,0.0055758666400000005,5.9,1.9,0.020349866640000002,nan,nan,nan,nan,0.0,nan,nan
real_agc_executed_resource,real AGC AI-team greenhouse execution,Automatoes,,nan,2020-05-06 06:25:00,2020-05-06 10:20:00,1.2324,0.010228919999999999,0.0,0.30375,0.30375,0.012150000000000001,0.084155,0.0067323999999999995,7.8,2.89,0.02911132,nan,nan,nan,nan,43.05410701207424,nan,nan
real_agc_executed_resource,real AGC AI-team greenhouse execution,AICU,,nan,2020-05-06 06:25:00,2020-05-06 10:20:00,0.8784,0.00729072,0.047083333,0.452,0.499083333,0.02184666664,0.0987725,0.0079018,4.7,1.5,0.03703918664,nan,nan,nan,nan,82.01193794162376,nan,nan
counterfactual_estimated_mpc_resource,counterfactual anchored closed-loop simulation with estimated resource consumption,Reference,current_hybrid_transformer,0.0,2020-05-06 06:25:00,2020-05-06 10:20:00,0.2201132165587587,0.0018269396974376,0.0,0.0,0.0148398159261195,0.0011139750727481,0.0098397507172547,0.0007871800573803,0.7590386679387553,nan,0.0037280948275661,0.047415984639277,0.3509861975908279,1.21864715218544,17.654757022857666,-81.68000364072115,0.0,0.0
counterfactual_estimated_mpc_resource,counterfactual anchored closed-loop simulation with estimated resource consumption,Reference,current_hybrid_transformer,0.05,2020-05-06 06:25:00,2020-05-06 10:20:00,0.1987529743837757,0.0016496496873852,0.0,0.0,0.009479670630940799,0.0007125086664060999,0.0097107031986081,0.0007768562558885999,0.7455662581859267,nan,0.0031390146096802003,0.06789764148804045,0.3781208246946335,1.2944224774837494,17.698923587799072,-84.57476569644881,-15.801106064420647,0.25016807019334036
counterfactual_estimated_mpc_resource,counterfactual anchored closed-loop simulation with estimated resource consumption,Reference,itransformer_co2_residual,0.0,2020-05-06 06:25:00,2020-05-06 10:20:00,0.1797746837143592,0.001492129874829,0.0,0.0,0.0110327044427776,0.0008089670388765,0.009829063040815999,0.0007863250432652001,0.7575803187991034,nan,0.0030874219569709,0.0384502862968171,0.18207883834838864,0.8084479868412017,2.8953933715820312,-84.82829390683958,0.0,0.0
counterfactual_estimated_mpc_resource,counterfactual anchored closed-loop simulation with estimated resource consumption,Reference,itransformer_co2_residual,0.05,2020-05-06 06:25:00,2020-05-06 10:20:00,0.175016525077062,0.0014526371581394999,0.0,0.0,0.007277026014931701,0.0005443094503596001,0.0096237577856776,0.0007699006228541,0.7505300114639193,nan,0.0027668472313534,0.0555353663706531,0.1793923750519752,0.7391225546598434,3.1961402893066406,-86.40361000737545,-10.383249522913246,10.387083174134728
