predictor,tracking_objective,economic_objective,objective_change_pct,tracking_resource_proxy,economic_resource_proxy,resource_change_pct,tracking_tair_mae,economic_tair_mae,tracking_rhair_mae,economic_rhair_mae,tracking_co2_mae,economic_co2_mae
current_hybrid_transformer,0.03656044307475289,0.09574583886812131,161.8836940032583,0.35360511516531307,0.3326059567431609,-5.938590116926024,0.32846125960350037,0.3112483024597168,0.5036455988883972,1.3085969686508179,10.964398384094238,12.356654167175293
itransformer_co2_residual,0.024423544527962804,0.07631079076478879,212.44764934680003,0.37650328129529953,0.3566639783481757,-5.269357249389665,0.13578295707702637,0.213444784283638,1.0024904012680054,0.9020115733146667,2.9381179809570312,4.898735046386719
segrnn_forecaster,0.027039495141555864,0.06624151378249128,144.98058649285755,0.29444574875136215,0.2856086442867915,-3.0012674667729478,0.2556033134460449,0.2956268787384033,1.3507474660873413,1.4359108209609985,12.89111328125,14.51855182647705
transformer_forecaster,0.022926945782576997,0.07237258739769459,215.666064219915,0.340277789781491,0.3109712873895963,-8.612522848086511,0.12660765647888184,0.2032984048128128,0.961735725402832,0.9175418019294739,8.050564765930176,8.486393928527832
transformer_hybrid_residual,0.022869796414549153,0.07279519271105528,218.3027578887625,0.3337768018245697,0.3414774779230356,2.307133406627022,0.11535231024026871,0.18505048751831055,0.7303832173347473,0.41782698035240173,7.912625789642334,9.886340141296387
